GEOID,suicide_count,pop_total,pct_male,pct_age_15_24,pct_age_25_44,pct_age_45_64,pct_age_65p,median_age,pct_hispanic,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_two_or_more,median_hh_income,per_capita_income,poverty_rate_all,poverty_rate_child_u18,poverty_rate_elderly_65p,gini_index,hh_public_assistance_share,lfp_rate_16p,unemployment_rate,not_in_labor_force_share_16p,edu_lt_hs_25p,edu_hs_grad_25p,edu_some_college_25p,edu_ba_plus_25p,edu_grad_prof_25p,hh_total,hh_single_person_share,hh_married_couple_share,hh_female_householder_no_spouse_share,avg_hh_size,marital_never_married_share_15p,marital_divorced_share_15p,marital_separated_share_15p,marital_married_share_15p,housing_occupied_share,housing_vacancy_rate,homeownership_rate,renter_occupied_share,overcrowding_rate_gt1pproom,rent_burdened_gt30,rent_burdened_gt50,residential_stability_same_house_1yr,foreign_born_share,uninsured_rate,veteran_share_18p,group_quarters_share
44003020101,3,6898,0.4966657002029573,0.1384459263554653,0.2204986952739924,0.2529718759060597,0.2410843722818208,44.2,0.125253697,0.7957378950420412,0.00985793,0,0.046245288,0.004783995,81339,46649,0.0752392,0.4527938342967245,0.062537583,0.3968,0,0.6879373542152616,0.06369581,0.3120626457847384,0.1184869274986093,0.2818468384943445,0.2139810865937326,0.2755423697385499,0.1170035230854811,3246,0.3647566235366605,0.4571780653111522,0.1497227356746765,2.12,0.1492835721426191,0.01032989,0.050483172,0.4790069976674442,1,0,0.7187307455329637,0.2812692544670364,0,0.4062153163152053,0.1198668146503884,0.011350407,0.061032183,0.011162656,0.068830727,
44003020102,6,4847,0.5112440684959769,0.1398803383536208,0.1776356509180936,0.2680008252527336,0.288838457,46.6,0.1142975036104807,0.7656282236434908,0.01815556,0,0.046833093,0.01423561,64587,44983,0.083753149,0.4235588972431077,0.085714286,0.4437,0.018077601,0.5962747380675204,0.062475595,0.4037252619324796,0.078960905,0.2512860082304526,0.2685185185185185,0.2880658436213992,0.086162551,2268,0.4532627865961199,0.3377425044091711,0.1291887125220458,2.1,0.2258440046565774,0.008847497,0.1024447031431897,0.5317811408614668,0.9442131557035804,0.055786844,0.5978835978835979,0.4021164021164021,0.012786596,0.4400452488687782,0.2726244343891402,0.038774234,0.085826284,0.029806885,0.1151486550259556,
44003020200,4,5288,0.5151285930408472,0.1711422087745839,0.1913767019667171,0.3063540090771558,0.1412632375189107,38.8,0.1463691376701966,0.7927382753403933,0.003214826,0,0,0.014183056,69107,35383,0.1219742813918305,0.262015504,0.2904953145917001,0.3898,0.026108579,0.7208390963577685,0.056603774,0.2791609036422314,0.093709552,0.2586073000258866,0.2687030805073777,0.305979808,0.080248512,2413,0.4500621632822213,0.4185661002900953,0.1069208454206382,2.18,0.1478776814240073,0,0.099726152,0.4981743496120493,0.9392759828727132,0.060724017,0.3978450062163282,0.6021549937836718,0,0.3915159944367176,0.1954102920723226,0,0.078479576,0.044818457,0.063258637,
44003020300,2,6334,0.5366277233975371,0.2374486896116198,0.2095042627091885,0.2499210609409536,0.1341964003789074,33.5,0.024786865,0.9160088411746132,0.009314809,0,0.01089359,0.004736344,68869,34584,0.143984844,0.3870614035087719,0.2152941176470588,0.3841,0.043406774,0.6707520891364902,0.029501809,0.3292479108635097,0.1132200397263297,0.2944162436548223,0.3765173250937982,0.1280070624586184,0.041050541,3041,0.5014797763893456,0.2574810917461361,0.1417296941795462,2.08,0.2843082636954503,0.019312906,0.088579387,0.5563602599814299,0.917899185,0.082100815,0.3738901677079908,0.6261098322920092,0,0.4661290322580645,0.2591397849462366,0,0.040732554,0.016943785,0.063679695,
44003020400,2,3250,0.5110769230769231,0.2295384615384615,0.232,0.232,0.1289230769230769,34.2,0.075076923,0.8301538461538461,0,0.011384615,0.009846154,0,94054,50284,0.1014897579143389,0.3302752293577982,0.1431980906921241,0.4558,0.007564297,0.7813884785819794,0.049149338,0.2186115214180206,0.1714654061022776,0.2243231628706489,0.268586162,0.243231629,0.097120756,1322,0.34871407,0.4402420574886536,0.1467473524962178,2.45,0.2076839434577745,0.031533164,0.025009061,0.4806089162740123,0.907967033,0.092032967,0.5113464447806354,0.4886535552193646,0.055975794,0.5351437699680511,0.134185304,0,0.083692308,0.042769231,0.074822297,
44003020500,1,4408,0.4503176043557169,0.1136569872958257,0.2102994555353902,0.3563974591651542,0.1810344827586207,48.8,0.1626588021778584,0.7370689655172413,0.041742287,0,0.027450091,0.003629764,87328,50292,0.050362976,0.040540541,0.095238095,0.3948,0.015048544,0.7181295715778474,0.028737723,0.2818704284221525,0.031275948,0.3891502906172156,0.2305563243841683,0.2895101024079712,0.068087462,2060,0.3844660194174757,0.45,0.097087379,2.13,0.1013584117032393,0.007575758,0.093521421,0.4422675026123302,0.9730751062824752,0.026924894,0.662621359,0.337378641,0,0.4863309352517985,0.1640287769784172,0,0.1272686025408348,0.03561706,0.079799842,
44003020601,6,6632,0.4669782870928829,0.1533474065138721,0.1908926417370325,0.3407720144752714,0.1191194209891435,42.3,0.038148372,0.925211098,0,0,0.025331725,0,121893,48571,0.060610734,0.5216284987277354,0.039240506,0.3187,0.025,0.7857523538816842,0.040482147,0.2142476461183158,0.1007867318732723,0.1779715075483733,0.2032745056347012,0.4163300021263023,0.080161599,2520,0.2976190476190476,0.5115079365079365,0.1003968253968254,2.57,0.1701534170153417,0.003138075,0.069386332,0.4703626220362622,1,0,0.8321428571428572,0.1678571428571428,0.000793651,0.081683168,0.017326733,0.006082725,0.038751508,0.01362651,0.056529112,
44003020602,5,3409,0.4810794954532121,0.116456439,0.2129656790847756,0.3141683778234086,0.1924317981812848,46.3,0.044294515,0.9143443825168672,0.002933412,0,0.010853623,0.002346729,79000,39789,0.1100029334115576,0.1973333333333333,0.1478658536585365,0.3685,0.045454545,0.6775685497191939,0.061264822,0.32243145,0.086498684,0.3091387739751786,0.2342986084994358,0.2643851071831515,0.065814216,1540,0.4194805194805194,0.3311688311688311,0.1337662337662337,2.21,0.1817886178861788,0.033821138,0.045203252,0.472520325,0.9221556886227544,0.077844311,0.7909090909090909,0.209090909,0.037012987,0.402027027,0.2229729729729729,0,0.019067175,0.006209344,0.059511158,
44003020603,5,6503,0.5026910656620022,0.1104105797324311,0.2037521144087344,0.3098569890819622,0.2492695678917422,48.8,0.057050592,0.9175765031523913,0.000153775,0,0,0,91744,46055,0.1191028615622583,0.335064935,0.1159777914867365,0.4027,0.018874399,0.6160153524075367,0.034551119,0.3839846475924633,0.08453134,0.3235576001533448,0.2353843204907034,0.2426682001150086,0.076097374,2914,0.3246396705559368,0.5133836650652025,0.098146877,2.23,0.122441901,0.020811655,0.093305584,0.4977454040929587,0.9396968719767816,0.060303128,0.7923816060398078,0.2076183939601922,0,0.8209876543209876,0.5534979423868313,0.007743534,0.024757804,0.027859012,0.093854552,
44003020701,4,1948,0.5323408624229979,0.098562628,0.1955852156057494,0.2946611909650924,0.1745379876796714,43.2,0.025667351,0.9383983572895276,0.020020534,0,0,0.002566735,115893,43724,0.026548673,0.078431373,0.044117647,0.3395,0.029717682,0.5497041420118344,0.044468547,0.4502958579881657,0.076706545,0.235045742,0.3026038001407459,0.2941590429275158,0.068965517,673,0.2570579494799405,0.6597325408618128,0.063893016,2.84,0.1941520467836257,0,0.054385965,0.5257309941520468,0.9781976744186046,0.021802326,0.9791976225854384,0.020802377,0,0,0,0,0.017967146,0.038140021,0.072972973,
44003020702,1,5067,0.5000986777185712,0.1205841720939411,0.1509769094138543,0.3522794552989934,0.2044602328794158,48.7,0.02723505,0.9107953424116836,0.008288928,0,0.003947109,0.008880995,132533,55776,0.067537688,0.2291666666666666,0.1167953667953668,0.3908,0.010683761,0.6672897196261682,0.017507003,0.3327102803738317,0.058728882,0.2156074014481094,0.1574148565299007,0.4038616251005631,0.2153392330383481,1872,0.2451923076923076,0.5870726495726496,0.1175213675213675,2.67,0.1559485530546623,0.008727607,0.056040423,0.4786403307303629,0.9831932773109244,0.016806723,0.9428418803418804,0.05715812,0.004273504,0.514018692,0.514018692,0,0.035721334,0.013139558,0.067905647,
44003020703,2,6742,0.5261050133491546,0.07342035,0.2061702758825274,0.2864135271432809,0.184366657,44.2,0.026253337,0.8914268762978345,0,0,0,0,119375,49227,0.040309138,0.2368421052631578,0.024135157,0.3866,0.005035669,0.680204042,0.045191194,0.319795958,0.021032505,0.2993414064159762,0.2328446993838963,0.3288718929254302,0.1185468451242829,2383,0.2144355853965589,0.6705832983634075,0.090222409,2.77,0.1156036446469248,0.009681093,0.04460896,0.4998101746393318,0.8659156976744186,0.1340843023255813,0.9114561477129668,0.088543852,0.016785564,0.6492890995260664,0.4407582938388625,0,0.045980421,0.00227825,0.051942902,
44003020800,5,6598,0.4936344346771749,0.1655046983934525,0.1786905122764474,0.2967565929069415,0.1803576841467111,43.7,0.082752349,0.8446498939072447,0.003789027,0.002273416,0.01409518,0.017732646,137485,50238,0.017519805,0.086956522,0.012605042,0.352,0.076218242,0.6867491482876098,0.078240253,0.3132508517123902,0.087645407,0.1933413557962294,0.2747693541917368,0.3463698355395106,0.1805054151624548,2401,0.1499375260308205,0.690545606,0.1507705122865472,2.73,0.1311706629055007,0.005994358,0.044957687,0.4860719322990127,0.9569549621363092,0.043045038,0.8259058725531029,0.1740941274468971,0,0.3343195266272189,0.035502959,0.010367434,0.1042740224310397,0.000762079,0.084308264,
44003020901,2,3751,0.5190615835777126,0.1165022660623833,0.2362036790189282,0.2732604638762996,0.16928819,40,0.078379099,0.7645961077046121,0,0.002665956,0.1415622500666488,0,112619,62473,0.084854995,0.1930379746835443,0.1275590551181102,0.4891,0.033373063,0.69524727,0.054965358,0.3047527296082209,0.019119769,0.096681097,0.1439393939393939,0.6893939393939394,0.3358585858585858,1678,0.401072706,0.4594755661501787,0.085816448,2.23,0.1820456678135752,0.021582734,0.045667814,0.5007819831091649,0.8935037273695421,0.1064962726304579,0.5733015494636472,0.4266984505363528,0.027413588,0.4604651162790698,0.1720930232558139,0.005611972,0.1085043988269794,0.008264463,0.066376131,
44003020903,5,6622,0.5013591060102688,0.052703111,0.1735125339776502,0.3107822410147992,0.1661129568106312,43.2,0.014950166,0.8177287828450619,0.01359106,0,0.1183932346723044,0,199189,91892,0.044273636,0.3576388888888889,0.071818182,0.4609,0.012477718,0.6246781540899188,0.023763648,0.3753218459100812,0.024829157,0.09453303,0.1587699316628701,0.6712984054669704,0.3697038724373576,2244,0.2388591800356506,0.7192513368983957,0.015151515,2.88,0.1364613880742913,0.018768328,0.013098729,0.507722385,0.9651612903225808,0.03483871,0.9402852049910874,0.059714795,0,0.2784810126582278,0.2784810126582278,0.018529957,0.1886137118695258,0.002582802,0.094237435,
44003021001,1,2486,0.50160901,0.1295253419147224,0.1858407079646017,0.2964601769911504,0.1878519710378117,42.8,0.1150442477876106,0.7148028962188254,0.055108608,0,0.047868061,0,96250,44356,0.048242028,0.1610169491525423,0.092077088,0.3749,0.008919722,0.6483516483516484,0.059690494,0.3516483516483517,0.091886083,0.2256851155292853,0.3336915636754433,0.2493283181085438,0.094035465,1009,0.333994054,0.4093161546085233,0.1347869177403369,2.46,0.1713091922005571,0.019498607,0.089600743,0.5055710306406686,0.9892156862745098,0.010784314,0.8662041625371655,0.1337958374628345,0.03567889,0.5,0.054545455,0.0076428,0.1255028157683025,0.010458568,0.057344064,
44003021002,1,4435,0.4717023675310033,0.038782413,0.2426155580608793,0.3249154453213078,0.2085682074408117,47.2,0.03945885,0.8329199549041714,0.01848929,0,0.006538895,0.014205186,82500,46828,0.1190529875986471,0.6003787878787878,0.050810811,0.3668,0.012140288,0.6742485783915516,0.05984634,0.3257514216084484,0.035633484,0.1914592760180995,0.3201357466063348,0.3619909502262443,0.1445135746606334,2224,0.5040467625899281,0.3098021582733813,0.1425359712230215,1.99,0.1825074465204441,0.003790956,0.06661251,0.4446249661521798,0.9455782312925172,0.054421769,0.8412769784172662,0.1587230215827338,0.010341727,0.5255681818181818,0,0,0.057722661,0.03847895,0.066722269,
44003021100,5,5000,0.4802,0.155,0.1844,0.2532,0.1986,36.7,0.0374,0.9122,0.0226,0,0,0,84730,38716,0.121,0.3057851239669421,0.2547834843907351,0.3852,0.014891697,0.7096064531899291,0.054426455,0.2903935468100709,0.015338263,0.2897836209257737,0.2758148452478773,0.2878663379895919,0.066009313,2216,0.4602888086642599,0.3208483754512635,0.1845667870036101,2.25,0.2210249042145594,0,0.037595785,0.4640804597701149,0.9555843035791288,0.044415696,0.5956678700361011,0.4043321299638989,0,0.5122850122850123,0.3194103194103194,0,0.0236,0.0164,0.1132457027300303,
44003021200,1,3522,0.5159000567859171,0.1490630323679727,0.2674616695059625,0.2541169789892106,0.1902328222600795,41,0.1081771720613287,0.6754684838160137,0.1590005678591709,0,0.036626917,0.003123225,87209,60615,0.053264605,0.1505376344086021,0.1313432835820895,0.5117,0.009779951,0.7065750736015701,0.049074074,0.2934249263984298,0.071860548,0.2621842760583422,0.3336890786197083,0.2145144076840981,0.075773746,1636,0.3465770171149144,0.5177261613691931,0.086797066,2.15,0.2126267582597317,0.007196598,0.036964344,0.5044160942100098,0.9332572732458644,0.066742727,0.7940097799511002,0.2059902200488997,0.006723716,0.7626112759643917,0.3946587537091988,0.009098664,0.1127200454287336,0.05479841,0.05969657,
44003021300,4,4691,0.4711149008740141,0.099978683,0.1366446386697932,0.3764655723726284,0.2086975058622895,51.5,0.019398849,0.8859518226390961,0.060328288,0,0,0.009166489,92073,53629,0.068642081,0,0.070480082,0.4386,0.015639374,0.619234544,0.026746507,0.380765456,0.037385766,0.225976184,0.2088064248130711,0.403489338,0.2132373303793963,2174,0.4052437902483901,0.451701932,0.098436063,2.14,0.1313799621928166,0.005907372,0.059310019,0.4543950850661625,0.9718372820742064,0.028162718,0.9135234590616376,0.086476541,0.021619135,0.7180851063829787,0.175531915,0.003214745,0.058409721,0.083476027,0.063607925,
44003021401,1,4058,0.4627895515032035,0.1638738294726466,0.1769344504682109,0.3173977328733366,0.1700344997535731,44.2,0.034253327,0.8888615081320848,0.031542632,0,0.019960572,0,110000,43850,0.043124692,0.08,0.092753623,0.3388,0.025324675,0.6801631226332654,0.040685225,0.3198368773667346,0.065589661,0.2426494345718901,0.1919224555735056,0.3625201938610662,0.1221324717285945,1540,0.2402597402597402,0.5616883116883117,0.1603896103896104,2.61,0.1797752808988764,0.001728608,0.024776721,0.4753673292999135,0.9871794871794872,0.012820513,0.888961039,0.111038961,0,0.4586466165413533,0.2406015037593984,0.003455937,0.065303105,0.036224741,0.072597441,
44003021402,2,3704,0.5037796976241901,0.1428185745140388,0.3118250539956803,0.1814254859611231,0.1495680345572354,36.6,0.086663067,0.853671706,0.001349892,0,0.007289417,0.012149028,71419,36537,0.066299862,0.1825726141078838,0.066787004,0.3999,0.008368201,0.7283120376597175,0.096029548,0.2716879623402825,0.1147036181678214,0.3144726712856043,0.258275597,0.2105465742879138,0.077367206,1434,0.40027894,0.4100418410041841,0.1478382147838214,2.54,0.1917532685216225,0.004693262,0.099228964,0.5129064699966477,0.9937629937629938,0.006237006,0.70013947,0.29986053,0.0041841,0.4058679706601467,0.1222493887530562,0.014626219,0.025917927,0.031728665,0.069415808,
44003021502,3,4036,0.4935579781962338,0.1575817641228939,0.1684836471754212,0.3027750247770069,0.207631318,47.7,0.067393459,0.8845391476709613,0.003221011,0,0.008919722,0,90746,44786,0.1038671294000991,0.4844868735083532,0.093078759,0.4608,0.05375,0.6037898363479759,0.075606277,0.3962101636520241,0.091123067,0.2125084061869536,0.3043039677202421,0.2683254875588433,0.087088097,1600,0.293125,0.49875,0.13125,2.52,0.1680503864872602,0.022044088,0.046951045,0.497280275,0.9148084619782731,0.085191538,0.854375,0.145625,0,0.40625,0.1160714285714285,0,0.027998018,0.023054041,0.056279621,
44003021600,1,1588,0.4918136020151133,0.072418136,0.1542821158690176,0.3123425692695214,0.3129722921914357,57.4,0.060453401,0.8910579345088161,0,0,0.006926952,0.013853904,125673,86177,0.045969773,0.01369863,0.1006036217303823,0.5375,0.013657056,0.5335276967930029,0.032786885,0.466472303,0.059984215,0.048145225,0.228887135,0.5919494869771112,0.2146803472770323,659,0.2458270106221547,0.6282245827010622,0.074355083,2.4,0.1511299435028248,0.020480226,0.016949153,0.4858757062146893,0.9441260744985672,0.055873926,0.9590288315629742,0.040971168,0.006069803,0.3529411764705882,0.3529411764705882,0,0.033375315,0.006926952,0.072431633,
44003021700,3,5056,0.557753165,0.128757911,0.1726661392405063,0.318631329,0.2114319620253164,47,0.1058148734177215,0.821993671,0.012856013,0.003362342,0.03659019,0,82520,36725,0.1014118114933386,0.3803921568627451,0.1234798877455566,0.3307,0.044556729,0.6973321067157314,0.1028533510285335,0.3026678932842686,0.07672956,0.2422641509433962,0.4533333333333333,0.1660377358490566,0.050062893,2177,0.2994947175011483,0.5709692237023427,0.076251723,2.32,0.1770999317095379,0.019804234,0.047348054,0.5536080127475529,0.9967948717948718,0.003205128,0.8681672025723473,0.1318327974276527,0.007808911,0.554006969,0.3310104529616725,0,0.090783228,0.017100815,0.092451027,
44003021800,3,3814,0.4538542212899842,0.1520713162034609,0.1738332459360251,0.2939171473518616,0.2401678028316727,50.4,0.09124279,0.8324593602517042,0.04090194,0.000524384,0.011536445,0,72500,42592,0.053754941,0.068627451,0.088427948,0.452,0.04781106,0.6266626360338573,0,0.3733373639661427,0.1219426974143955,0.3357791754018169,0.1953179594689028,0.2162823200559049,0.045772187,1736,0.5155529953917051,0.3790322580645161,0.091013825,2.19,0.1608785989907984,0.025230039,0.057287029,0.4579994063520332,0.9491525423728814,0.050847458,0.581221198,0.4187788018433179,0.012096774,0.4594222833562586,0.1499312242090784,0,0.072102779,0.013109596,0.061585366,
44003021901,1,3116,0.4922978177150192,0.1485879332477535,0.2557766367137356,0.1832477535301668,0.1562901155327342,34.8,0.055198973,0.8222079589216945,0.062259307,0,0.01957638,0.002888318,85723,40497,0.051347882,0.58125,0.090349076,0.3389,0.006264683,0.7537537537537538,0.017643711,0.2462462462462462,0.071910112,0.2764044943820224,0.2116853932584269,0.1631460674157303,0.044494382,1277,0.4142521534847298,0.3523884103367267,0.1785434612372748,2.44,0.1428571428571428,0.008102345,0.066098081,0.4831556503198294,0.986100386,0.013899614,0.7752545027407988,0.2247454972592012,0,0.5400696864111498,0.066202091,0,0.043324775,0.008344031,0.023295945,
44003021902,3,2817,0.549520767,0.1984380546680866,0.1377351792687255,0.3304934327298544,0.2183173588924387,49.7,0.026624068,0.8924387646432375,0.020944267,0,0.035853745,0,110644,48550,0.00535523,0,0.003252033,0.2987,0,0.7409181636726547,0.068426724,0.2590818363273453,0.044289044,0.2055944055944056,0.3184149184149184,0.2144522144522144,0.035897436,1220,0.3934426229508196,0.4696721311475409,0.047540984,2.28,0.2834583497828661,0.007106198,0.043821555,0.5606000789577577,0.898379971,0.101620029,0.8442622950819673,0.1557377049180328,0.030327869,0.4953271028037383,0.1121495327102803,0.00035791,0.034078807,0.004284184,0.066987565,
44003022000,1,3633,0.426094137,0.1032204789430222,0.2157996146435452,0.2447013487475915,0.2430498210845031,44.5,0.02091935,0.8318194329755023,0.007707129,0,0.1136801541425818,0.007431874,89038,49384,0.027272727,0,0.057757644,0.4275,0.062909567,0.6241111829347123,0.032107716,0.3758888170652876,0.056959772,0.296190815,0.2054111783552865,0.3898184407262371,0.1278034887860448,1526,0.5294888597640891,0.4266055045871559,0.020314548,2.29,0.1506140917905623,0.024240465,0.078539108,0.480284421,0.9067142008318478,0.093285799,0.6028833551769331,0.3971166448230668,0.024901704,0.4937833037300178,0.1758436944937833,0,0.1255161023947151,0.01875,0.095530536,
44003022100,4,6534,0.4880624426078971,0.1411080501989592,0.2075298438934802,0.2696663605754514,0.1613100704009795,38.7,0.076828895,0.8207835935108663,0.029843893,0,0,0,102333,42099,0.038238521,0.040983607,0.082542694,0.3521,0.017661901,0.7162445248524091,0.01302845,0.2837554751475909,0.093339274,0.2229895299621296,0.2044998886166184,0.3448429494319447,0.1214078859434172,2378,0.3107653490328007,0.4629941126997476,0.1619007569386038,2.68,0.1558466211085801,0.010820046,0.059415338,0.4533029612756264,0.9299960891669926,0.070003911,0.8292682926829268,0.1707317073170731,0,0.7087628865979382,0.4020618556701031,0,0.044995409,0.006095655,0.037102473,
